tournament_year,stage,player1_name,player2_name
2022,FINAL,Smith M.,Wright P.
2022,SEMI-FINALS,Wright P.,Anderson G.
2022,SEMI-FINALS,Smith M.,Wade J.
2022,QUARTER-FINALS,Price G.,Smith M.
2022,QUARTER-FINALS,Wright P.,Rydz C.
2022,QUARTER-FINALS,Humphries L.,Anderson G.
2022,QUARTER-FINALS,Wade J.,King M.
2022,1/8-FINALS,Wright P.,Searle R.
2022,1/8-FINALS,Anderson G.,Cross R.
2022,1/8-FINALS,Wade J.,Kleermaker M.
2022,1/8-FINALS,Dobey C.,Humphries L.
2022,1/8-FINALS,Soutar A.,Rydz C.
2022,1/8-FINALS,Smith R.,King M.
2022,1/8-FINALS,Clayton J.,Smith M.
2022,1/8-FINALS,Price G.,van Duijvenbode D.
2022,1/16-FINALS,Anderson G.,White I.
2022,1/16-FINALS,Aspinall N.,Rydz C.
2022,1/16-FINALS,Chisnall D.,Humphries L.
2022,1/16-FINALS,de Sousa J.,Soutar A.
2022,1/16-FINALS,van Gerwen M.,Dobey C.
2022,1/16-FINALS,Wright P.,Heta D.
2022,1/16-FINALS,Cross R.,Gurney D.
2022,1/16-FINALS,Cullen J.,Kleermaker M.
2022,1/16-FINALS,Searle R.,Noppert D.
2022,1/16-FINALS,Lennon S.,King M.
2022,1/16-FINALS,Clayton J.,Clemens G.
2022,1/16-FINALS,Price G.,Huybrechts K.
2022,1/16-FINALS,Wade J.,Van der Voort V.
2022,1/16-FINALS,Hempel F.,Smith R.
2022,1/16-FINALS,Smith M.,O'Connor W.
2022,1/16-FINALS,Smith R.,van Duijvenbode D.
2022,1/32-FINALS,Dobey C.,Rodriguez Ru. J.
2022,1/32-FINALS,Cross R.,van Barneveld R.
2022,1/32-FINALS,Clemens G.,Williams L.
2022,1/32-FINALS,Noppert D.,Heaver J.
2022,1/32-FINALS,de Sousa J.,Lowe J.
2022,1/32-FINALS,Suljovic M.,Soutar A.
2022,1/32-FINALS,Dolan B.,Rydz C.
2022,1/32-FINALS,Heta D.,Woodhouse L.
2022,1/32-FINALS,Whitlock S.,Kleermaker M.
2022,1/32-FINALS,Huybrechts K.,Beaton S.
2022,1/32-FINALS,van Duijvenbode D.,Koltsov B.
2022,1/32-FINALS,Aspinall N.,Murnan J.
2022,1/32-FINALS,Cullen J.,Williams J.
2022,1/32-FINALS,Humphries L.,Rodriguez R.-J.
2022,1/32-FINALS,Durrant G.,O'Connor W.
2022,1/32-FINALS,Searle R.,Borland W.
2022,1/32-FINALS,Petersen D.,Smith R.
2022,1/32-FINALS,van den Bergh D.,Hempel F.
2022,1/32-FINALS,Smith M.,Meulenkamp R.
2022,1/32-FINALS,Van der Voort V.,Hunt A.
2022,1/32-FINALS,Chisnall D.,de Decker M.
2022,1/32-FINALS,King M.,Joyce R.
2022,1/64-FINALS,Lowe J.,Larsson D.
2022,1/64-FINALS,Williams L.,Shibata T.
2022,1/32-FINALS,Wade J.,Kuivenhoven M.
2022,1/64-FINALS,van Barneveld R.,Ilagan L.
2022,1/64-FINALS,Rodriguez Ru. J.,Robb B.
2022,1/64-FINALS,Woodhouse L.,Wilson J.
2022,1/32-FINALS,Clayton J.,Barry K.
2022,1/64-FINALS,Beaton S.,Sherrock F.
2022,1/64-FINALS,Hempel F.,Schindler M.
2022,1/64-FINALS,Kleermaker M.,Michael J.
2022,1/32-FINALS,Bunting S.,Smith R.
2022,1/64-FINALS,Soutar A.,Portela D.
2022,1/64-FINALS,Heaver J.,Mathers G.
2022,1/64-FINALS,Kuivenhoven M.,Smith K.
2022,1/32-FINALS,van Gerwen M.,Barstow C.
2022,1/64-FINALS,Rodriguez R.-J.,Kenny N.
2022,1/64-FINALS,Evetts T.,Williams J.
2022,1/64-FINALS,Hunt A.,Krcmar B.
2022,1/32-FINALS,White I.,Landman C.
2022,1/64-FINALS,Labanauskas D.,de Decker M.
2022,1/64-FINALS,Rydz C.,Yamada Y.
2022,1/64-FINALS,Hughes J.,Smith R.
2022,1/32-FINALS,Wright P.,Meikle R.
2022,1/64-FINALS,Smith R.,Smith J.
2022,1/64-FINALS,Borland W.,Brooks B.
2022,1/64-FINALS,Murnan J.,Lim P.
2022,1/32-FINALS,Ratajski K.,Lennon S.
2022,1/64-FINALS,Wattimena J.,Koltsov B.
2022,1/64-FINALS,Barry K.,Lam R.
2022,1/64-FINALS,Joyce R.,Benecky R.
2022,1/32-FINALS,Anderson G.,Lewis A.
2022,1/64-FINALS,Meulenkamp R.,Ashton L.
2022,1/64-FINALS,Meikle R.,Schmutzler F.
2022,1/64-FINALS,O'Connor W.,Lauby D. Jr.
2022,1/32-FINALS,Gurney D.,Evans R.
2022,1/64-FINALS,Barstow C.,Norman J.
